1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
9.671129756188994175e-01,6.689287871429266952e-01,9.700104012409036525e-01,9.635556128488527161e-01,9.936523064398807836e-01,6.533015763463276837e-01,5.794760719062357346e-01,5.372413290093926985e-01,6.691540073805908317e-01,7.443224368625059872e-01,6.192149551742028857e-01,5.882874618696262159e-01,5.614652945671756434e-01,8.789769575945759472e-01,9.678302908717286712e-01,9.968293199999136434e-01,5.844770751307220014e-01,8.301450599397803831e-01,9.395253371630518657e-01,9.728547524286974557e-01
9.342235234168548841e-01,4.459525267130132753e-01,9.400060747219326496e-01,9.270922922145546918e-01,9.868413973830603148e-01,4.355343847308111305e-01,3.863173812720987477e-01,3.581608859848570137e-01,4.461026729497545862e-01,4.962149722467604218e-01,4.128099708242164989e-01,3.921916415020837987e-01,3.743102005580526970e-01,7.579359693756891891e-01,9.356537266576884226e-01,9.936537385257880883e-01,3.896513834220768913e-01,6.602735879254991724e-01,8.790470720874049571e-01,9.456682596158202392e-01
9.013402400195227315e-01,3.344643950347885863e-01,9.100114442185666119e-01,8.906951721564410063e-01,9.799011767499514747e-01,3.266507885482574647e-01,2.897380363683819682e-01,2.686206648247744799e-01,3.345770049096373766e-01,3.721612293747012523e-01,3.096074781216257010e-01,2.941437315597176805e-01,2.807326507984371222e-01,6.368922210389479366e-01,9.034857218586492822e-01,9.904893613479102132e-01,2.922385379913150505e-01,5.027462073454739278e-01,8.185693318348798986e-01,9.184967846775332623e-01
8.684489886229348476e-01,2.675715166736617467e-01,8.800055824495569556e-01,8.548255363985661770e-01,9.730624020831527554e-01,2.613206314386604112e-01,2.317904294261519116e-01,2.148965321287249763e-01,2.676616039562343397e-01,2.977289848157459451e-01,2.476859829237206545e-01,2.353149855942980317e-01,2.245861209426677774e-01,5.244812074540113889e-01,8.713093574326205015e-01,9.873137783722990557e-01,2.337908307328579460e-01,4.021969843871212591e-01,7.580858925901201584e-01,8.913235069360631035e-01
8.355519425037200021e-01,2.229762644329105481e-01,8.499950854691104007e-01,8.195641913038871351e-01,9.663969888011300080e-01,2.177671933655957182e-01,1.931586912000707867e-01,1.790804436646919739e-01,2.230513367618379705e-01,2.481074873734901154e-01,2.064049861251172902e-01,1.960958216173515900e-01,1.871551010388215752e-01,4.384212267589498446e-01,8.391277301340579475e-01,9.841309667911138925e-01,1.948256925605532375e-01,3.351641587565162284e-01,6.985876306192277951e-01,8.641455801346485943e-01
8.026540196266918059e-01,1.911225128323739697e-01,8.201963261060127852e-01,7.848557364894072075e-01,9.598811570816148109e-01,1.866575947419781001e-01,1.655645924579539074e-01,1.534975231572673071e-01,1.911868601937796175e-01,2.126635607493480573e-01,1.769185595363877705e-01,1.680821330623898380e-01,1.604186582503599745e-01,3.757896229578592262e-01,8.069464831859889387e-01,9.809598003488160245e-01,1.669934507670468304e-01,2.872835690203581760e-01,6.422147595218973271e-01,8.369618091799585491e-01
7.713441934586205972e-01,1.672321987306811530e-01,7.920050698510685550e-01,7.506322150280148042e-01,9.534615519287814589e-01,1.633253953996244567e-01,1.448690184013647630e-01,1.343103327628683841e-01,1.672885027629833210e-01,1.860806162423500054e-01,1.548037395946791905e-01,1.470718666461685309e-01,1.403663261590137878e-01,3.288159201075117610e-01,7.747654960997026885e-01,9.778800205201206852e-01,1.461192694899215994e-01,2.513731230154577778e-01,5.885243979078740306e-01,8.097785000329882354e-01
7.416622982957401522e-01,1.486508433169463905e-01,7.652136716485640200e-01,7.168594107893005996e-01,9.470866475261429107e-01,1.451781292447718585e-01,1.287724608017735972e-01,1.193869624561343101e-01,1.487008914191706443e-01,1.654049922341868095e-01,1.376033240846240291e-01,1.307305481309506412e-01,1.247700678657445300e-01,2.922808179364654313e-01,7.436057776881743742e-01,9.753789509691522808e-01,1.298837951024810755e-01,2.234427761275460111e-01,5.373539798410926771e-01,7.825913886134024944e-01
7.134835060247790572e-01,1.337857589859525742e-01,7.397679774883986203e-01,6.835199298437109050e-01,9.407282129174585616e-01,1.306603163208356899e-01,1.158952147220391887e-01,1.074482662107945352e-01,1.338308023352350329e-01,1.488644930248372578e-01,1.238429916766822653e-01,1.176574933183115040e-01,1.122930612311291154e-01,2.630527363939964558e-01,7.141964061301100397e-01,9.734096554000617463e-01,1.168954155926211491e-01,2.010984986198224855e-01,4.883387641570139381e-01,7.554002136352473418e-01
6.866068600472402528e-01,1.216234172605507730e-01,7.155289521114983620e-01,6.505951060465202662e-01,9.343805891815292197e-01,1.187821057466907360e-01,1.053592861112648410e-01,9.768024201010225283e-02,1.216643658052065230e-01,1.353313573070165643e-01,1.125845378883966880e-01,1.069613575625821544e-01,1.020846011195376685e-01,2.391388515128791414e-01,6.865391287699698086e-01,9.719675152822438990e-01,1.062685596300827623e-01,1.828168170153212369e-01,4.439443340962047069e-01,7.325478522229432743e-01
6.608807720343387038e-01,1.114881324893586406e-01,6.923438092420409751e-01,6.180751644144234502e-01,9.280469076473073509e-01,1.088835969348945082e-01,9.657934560221875797e-02,8.954022184288544517e-02,1.115256686926862084e-01,1.240537442073851720e-01,1.032024930648203359e-01,9.804791109936956961e-02,9.357755102625736621e-02,2.192106139118978614e-01,6.607151909854837024e-01,9.710479443259277810e-01,9.741284632801071319e-02,1.675820823419052197e-01,4.069489742030513724e-01,7.114785240962020474e-01
6.362136200634224137e-01,1.029121222983056527e-01,6.700556351044787418e-01,5.859510627771106206e-01,9.217359976009367184e-01,1.005079356325761925e-01,8.915016517147476838e-02,8.265251247064728246e-02,1.029467711266922325e-01,1.145111485049445377e-01,9.526383975251119518e-02,9.050576409192842564e-02,8.637927787038476857e-02,2.023482590383687829e-01,6.366782611230454858e-01,9.706454188441415720e-01,8.991955045703535487e-02,1.546911530056875039e-01,3.756452070417169997e-01,6.939082646244673080e-01
6.125699997385464224e-01,9.556125642021569278e-02,6.485301149033604329e-01,5.542202852055375661e-01,9.154577599256025211e-01,9.332879737338949100e-02,8.278229623089176925e-02,7.674876158017200634e-02,9.559343034749297197e-02,1.063317807585135999e-01,8.845927977041485868e-02,8.404106665690835865e-02,8.020932944818484622e-02,1.878948119845855469e-01,6.143307847206372907e-01,9.707491400293545292e-01,8.349672542474602388e-02,1.436417849968767424e-01,3.488134066479554041e-01,6.778406049807879086e-01
5.899490285923398858e-01,8.919050599248483369e-02,6.276687527594327909e-01,5.228803079056246750e-01,9.092227309849703065e-01,8.710687754869458899e-02,7.726347648246226218e-02,7.163217747509394162e-02,8.922053500131862935e-02,9.924299537708483609e-02,8.256199445248464663e-02,7.843832887985272007e-02,7.486204081518370301e-02,1.753684911935255164e-01,5.935186646930714627e-01,9.713437380411830135e-01,7.793027706338850891e-02,1.340656660411933543e-01,3.255591796401301474e-01,6.642590393584413277e-01
5.683549294427252541e-01,8.361609936817010480e-02,6.074058715280674647e-01,4.919429546474642367e-01,9.030399967445342790e-01,8.166269770201758926e-02,7.243450920263216908e-02,6.715516638313358266e-02,8.364425157066548988e-02,9.304030816764598255e-02,7.740186979923510679e-02,7.353593332490740431e-02,7.018316326109003134e-02,1.644079606886206801e-01,5.740652919701954016e-01,9.724082463735913562e-01,7.305963474716291317e-02,1.256865619435622028e-01,3.052117309953426005e-01,6.517477628507549747e-01
5.477731789329216561e-01,7.869750528783868437e-02,5.877118271431509555e-01,4.630051351349654398e-01,8.969170690683589964e-01,7.685900960198045750e-02,6.817365572042884125e-02,6.320486247843301597e-02,7.872400148287671262e-02,8.756734886470898815e-02,7.284881863458293749e-02,6.921029018817784206e-02,6.605474188982493611e-02,1.547369043087808982e-01,5.557942095302592644e-01,9.739103277321549124e-01,6.876200917399279133e-02,1.182932347892703129e-01,2.872581003734043237e-01,6.410159084637360172e-01
5.281636674095294692e-01,7.432542166085726043e-02,5.685860531108013483e-01,4.372826277584340726e-01,8.908597886087041839e-01,7.258906462414888017e-02,6.438623040288038446e-02,5.969348122977540666e-02,7.435044584792442623e-02,8.270249615060340509e-02,6.880166204377026473e-02,6.536527406663171502e-02,6.238503400380059072e-02,1.461404097626673448e-01,5.385485679880085419e-01,9.753597508816288508e-01,6.494189755337267944e-02,1.117213884200398688e-01,2.712993171845661800e-01,6.311327787547733603e-01
5.094662307819188829e-01,7.041355736301249668e-02,5.500497924004582595e-01,4.142677527339851951e-01,8.848720622223552601e-01,6.876858753870612739e-02,6.099748143449907484e-02,5.655171905989053727e-02,7.043726448938023021e-02,7.834973323605229356e-02,6.518052193366935532e-02,6.192499648418944153e-02,5.910161115805571963e-02,1.384488094734836194e-01,5.222002286599026766e-01,9.766565870608451272e-01,6.152390294542670057e-02,1.058413153421279840e-01,2.570204058700404359e-01,6.226781374773494582e-01
4.916151431254756621e-01,6.689287949493580299e-02,5.321331720558650780e-01,3.935543653469920633e-01,8.789563565601733464e-01,6.533015816179785218e-02,5.794760736290792413e-02,5.372413310696601274e-02,6.691540126631802254e-02,7.443224661011471621e-02,6.192149583356767323e-02,5.882874665998717723e-02,5.614653059689902331e-02,1.315263690108768591e-01,5.066519723663176489e-01,9.778237413571883030e-01,5.844770779825238932e-02,1.005492495939524777e-01,2.441693856421919828e-01,6.150499534594255913e-01
4.745502442077591532e-01,6.370750428094670847e-02,5.148665822607979559e-01,3.748136816531429383e-01,8.731118385674369042e-01,6.221919824935027293e-02,5.518819748857141383e-02,5.116584105429983209e-02,6.372895358806517085e-02,7.088785394413271712e-02,5.897285317100647156e-02,5.602737777142040299e-02,5.347288627991515775e-02,1.252632086087838437e-01,4.918350286118986503e-01,9.788797365501021863e-01,5.566448361745345713e-02,9.576119009155213690e-02,2.325422721060946274e-01,6.087003522339867745e-01
4.582254961691040185e-01,6.081170863185337422e-02,4.982769485380579844e-01,3.577766966545451455e-01,8.673368294101585496e-01,5.939105287439285646e-02,5.267964305732743963e-02,4.884012100640724302e-02,6.083218297130787988e-02,6.766567880478045749e-02,5.629226893200090648e-02,5.348067878236229672e-02,5.104230053717862675e-02,1.195694264749351809e-01,4.777046696423500327e-01,9.798397295311441768e-01,5.313427981670875572e-02,9.140840873139711997e-02,2.219721688845933960e-01,6.032166896308266413e-01
4.426114420640466784e-01,5.816772130006189062e-02,4.823849186659799337e-01,3.422211888162878246e-01,8.616287551191249561e-01,5.680883318421015710e-02,5.038922379399853047e-02,4.671663748440808145e-02,5.818730545154118111e-02,6.472369282179689376e-02,5.384477897447469824e-02,5.115543187886346932e-02,4.882307007647170710e-02,1.143707557785680617e-01,4.642346029657610784e-01,9.807162626378284065e-01,5.082409373775300526e-02,8.743413010750968051e-02,2.123212055737257464e-01,5.989124403841351585e-01
